0.00628 28190.10370+0.00000j 0.00000+0.00000j 3097.42857+0.00000j 0.00000+0.00000j 113099.57242+0.00000j 0.00000+0.00000j
0.03770 28196.59366+0.00000j 0.00000+0.00000j 4600.97041+0.00000j 0.00000+0.00000j 207362.93620+0.00000j 0.00000+0.00000j
0.06912 28004.11617+0.00000j 0.00000+0.00000j 4569.59280+0.00000j 0.00000+0.00000j 311427.31949+0.00000j 0.00000+0.00000j
0.10053 27550.72132+0.00000j 0.00000+0.00000j 4084.02331+0.00000j 0.00000+0.00000j 420107.13674+0.00000j 0.00000+0.00000j
0.13195 26876.73707+0.00000j 0.00000+0.00000j 3556.17164+0.00000j 0.00000+0.00000j 525647.93955+0.00000j 0.00000+0.00000j
0.16336 26056.02221+0.00000j 0.00000+0.00000j 3027.22928+0.00000j 0.00000+0.00000j 620570.76544+0.00000j 0.00000+0.00000j
0.19478 25151.15569+0.00000j 0.00000+0.00000j 2529.04170+0.00000j 0.00000+0.00000j 699909.91658+0.00000j 0.00000+0.00000j
0.22619 24192.36393+0.00000j 0.00000+0.00000j 2083.42968+0.00000j 0.00000+0.00000j 761291.15468+0.00000j 0.00000+0.00000j
0.25761 23185.92862+0.00000j 0.00000+0.00000j 1702.67945+0.00000j 0.00000+0.00000j 804466.56848+0.00000j 0.00000+0.00000j
0.28903 22129.45829+0.00000j 0.00000+0.00000j 1389.90264+0.00000j 0.00000+0.00000j 830793.60318+0.00000j 0.00000+0.00000j
0.32044 21030.87666+0.00000j 0.00000+0.00000j 1141.39771+0.00000j 0.00000+0.00000j 842401.25668+0.00000j 0.00000+0.00000j
0.35186 19908.88550+0.00000j 0.00000+0.00000j 949.37148+0.00000j 0.00000+0.00000j 841805.76926+0.00000j 0.00000+0.00000j
0.38327 18801.62274+0.00000j 0.00000+0.00000j 802.74030+0.00000j 0.00000+0.00000j 831521.59563+0.00000j 0.00000+0.00000j
0.41469 17763.37922+0.00000j 0.00000+0.00000j 689.41587+0.00000j 0.00000+0.00000j 813827.53081+0.00000j 0.00000+0.00000j
0.44611 16853.24056+0.00000j 0.00000+0.00000j 600.76246+0.00000j 0.00000+0.00000j 790743.73191+0.00000j 0.00000+0.00000j
0.47752 16137.67702+0.00000j 0.00000+0.00000j 528.04407+0.00000j 0.00000+0.00000j 763906.23002+0.00000j 0.00000+0.00000j
0.50894 15671.78005+0.00000j 0.00000+0.00000j 466.31283+0.00000j 0.00000+0.00000j 734625.42028+0.00000j 0.00000+0.00000j
0.54035 15488.77655+0.00000j 0.00000+0.00000j 413.33433+0.00000j 0.00000+0.00000j 703937.12650+0.00000j 0.00000+0.00000j
0.57177 15593.89678+0.00000j 0.00000+0.00000j 367.37075+0.00000j 0.00000+0.00000j 672619.86101+0.00000j 0.00000+0.00000j
0.60319 15957.77733+0.00000j 0.00000+0.00000j 329.00123+0.00000j 0.00000+0.00000j 641290.15929+0.00000j 0.00000+0.00000j
0.63460 16529.61326+0.00000j 0.00000+0.00000j 299.00422+0.00000j 0.00000+0.00000j 610444.82934+0.00000j 0.00000+0.00000j
0.66602 17246.28137+0.00000j 0.00000+0.00000j 278.02614+0.00000j 0.00000+0.00000j 580484.83805+0.00000j 0.00000+0.00000j
0.69743 18040.89316+0.00000j 0.00000+0.00000j 266.03426+0.00000j 0.00000+0.00000j 551736.02726+0.00000j 0.00000+0.00000j
0.72885 18854.64281+0.00000j 0.00000+0.00000j 261.57132+0.00000j 0.00000+0.00000j 524391.14321+0.00000j 0.00000+0.00000j
0.76027 19634.82713+0.00000j 0.00000+0.00000j 262.52062+0.00000j 0.00000+0.00000j 498491.99489+0.00000j 0.00000+0.00000j
0.79168 20339.05949+0.00000j 0.00000+0.00000j 266.46829+0.00000j 0.00000+0.00000j 473951.73738+0.00000j 0.00000+0.00000j
