0.00628 7546.18366+0.00000j 0.00000+0.00000j 1124.12125+0.00000j 0.00000+0.00000j 47415.83220+0.00000j 0.00000+0.00000j
0.03770 7436.81958+0.00000j 0.00000+0.00000j 791.85924+0.00000j 0.00000+0.00000j 87367.54382+0.00000j 0.00000+0.00000j
0.06912 7267.42428+0.00000j 0.00000+0.00000j 644.13678+0.00000j 0.00000+0.00000j 124966.02402+0.00000j 0.00000+0.00000j
0.10053 7093.02350+0.00000j 0.00000+0.00000j 504.54262+0.00000j 0.00000+0.00000j 157897.44989+0.00000j 0.00000+0.00000j
0.13195 6995.10688+0.00000j 0.00000+0.00000j 477.67324+0.00000j 0.00000+0.00000j 185381.32206+0.00000j 0.00000+0.00000j
0.16336 7039.59462+0.00000j 0.00000+0.00000j 527.44799+0.00000j 0.00000+0.00000j 206934.84678+0.00000j 0.00000+0.00000j
0.19478 7238.65604+0.00000j 0.00000+0.00000j 593.60731+0.00000j 0.00000+0.00000j 222825.08333+0.00000j 0.00000+0.00000j
0.22619 7564.94187+0.00000j 0.00000+0.00000j 641.47513+0.00000j 0.00000+0.00000j 233240.39632+0.00000j 0.00000+0.00000j
0.25761 7964.25723+0.00000j 0.00000+0.00000j 664.86241+0.00000j 0.00000+0.00000j 238908.16730+0.00000j 0.00000+0.00000j
0.28903 8386.48775+0.00000j 0.00000+0.00000j 665.94015+0.00000j 0.00000+0.00000j 240715.98996+0.00000j 0.00000+0.00000j
0.32044 8812.80887+0.00000j 0.00000+0.00000j 649.64840+0.00000j 0.00000+0.00000j 239158.47046+0.00000j 0.00000+0.00000j
0.35186 9216.18323+0.00000j 0.00000+0.00000j 621.49369+0.00000j 0.00000+0.00000j 235328.13125+0.00000j 0.00000+0.00000j
0.38327 9596.06976+0.00000j 0.00000+0.00000j 585.21281+0.00000j 0.00000+0.00000j 229775.81873+0.00000j 0.00000+0.00000j
0.41469 9954.33520+0.00000j 0.00000+0.00000j 544.88613+0.00000j 0.00000+0.00000j 222990.02113+0.00000j 0.00000+0.00000j
0.44611 10288.25089+0.00000j 0.00000+0.00000j 503.05328+0.00000j 0.00000+0.00000j 215467.99187+0.00000j 0.00000+0.00000j
0.47752 10604.08119+0.00000j 0.00000+0.00000j 461.88741+0.00000j 0.00000+0.00000j 207419.51128+0.00000j 0.00000+0.00000j
0.50894 10897.74677+0.00000j 0.00000+0.00000j 422.43590+0.00000j 0.00000+0.00000j 199087.15552+0.00000j 0.00000+0.00000j
0.54035 11170.58391+0.00000j 0.00000+0.00000j 385.51941+0.00000j 0.00000+0.00000j 190660.89553+0.00000j 0.00000+0.00000j
0.57177 11415.52464+0.00000j 0.00000+0.00000j 352.09850+0.00000j 0.00000+0.00000j 182137.32997+0.00000j 0.00000+0.00000j
0.60319 11631.16528+0.00000j 0.00000+0.00000j 322.07823+0.00000j 0.00000+0.00000j 173708.89500+0.00000j 0.00000+0.00000j
0.63460 11815.49822+0.00000j 0.00000+0.00000j 295.73328+0.00000j 0.00000+0.00000j 165435.02567+0.00000j 0.00000+0.00000j
0.66602 11958.27327+0.00000j 0.00000+0.00000j 273.80583+0.00000j 0.00000+0.00000j 157343.97977+0.00000j 0.00000+0.00000j
0.69743 12065.28487+0.00000j 0.00000+0.00000j 256.07562+0.00000j 0.00000+0.00000j 149584.29672+0.00000j 0.00000+0.00000j
0.72885 12127.01791+0.00000j 0.00000+0.00000j 243.22889+0.00000j 0.00000+0.00000j 142141.61358+0.00000j 0.00000+0.00000j
0.76027 12143.38197+0.00000j 0.00000+0.00000j 234.92677+0.00000j 0.00000+0.00000j 135073.46332+0.00000j 0.00000+0.00000j
0.79168 12124.00309+0.00000j 0.00000+0.00000j 230.57775+0.00000j 0.00000+0.00000j 128422.92045+0.00000j 0.00000+0.00000j
0.82310 12048.33400+0.00000j 0.00000+0.00000j 229.22351+0.00000j 0.00000+0.00000j 122050.54390+0.00000j 0.00000+0.00000j
