0.00628 28607.15779+0.00000j 0.00000+0.00000j 9262.35150+0.00000j 0.00000+0.00000j 209794.37613+0.00000j 0.00000+0.00000j
0.03770 27418.88897+0.00000j 0.00000+0.00000j 2314.96753+0.00000j 0.00000+0.00000j 233826.49255+0.00000j 0.00000+0.00000j
0.06912 27762.64313+0.00000j 0.00000+0.00000j 2177.83421+0.00000j 0.00000+0.00000j 364154.06274+0.00000j 0.00000+0.00000j
0.10053 30599.91802+0.00000j 0.00000+0.00000j 3025.86419+0.00000j 0.00000+0.00000j 501333.37592+0.00000j 0.00000+0.00000j
0.13195 37740.84679+0.00000j 0.00000+0.00000j 4700.06822+0.00000j 0.00000+0.00000j 635929.62216+0.00000j 0.00000+0.00000j
0.16336 48969.59819+0.00000j 0.00000+0.00000j 6346.98991+0.00000j 0.00000+0.00000j 756476.80382+0.00000j 0.00000+0.00000j
0.19478 62455.67150+0.00000j 0.00000+0.00000j 7660.67018+0.00000j 0.00000+0.00000j 855007.43858+0.00000j 0.00000+0.00000j
0.22619 76510.15516+0.00000j 0.00000+0.00000j 8600.34462+0.00000j 0.00000+0.00000j 926436.01306+0.00000j 0.00000+0.00000j
0.25761 90254.58449+0.00000j 0.00000+0.00000j 9173.03952+0.00000j 0.00000+0.00000j 969315.97470+0.00000j 0.00000+0.00000j
0.28903 102605.74122+0.00000j 0.00000+0.00000j 9439.56707+0.00000j 0.00000+0.00000j 986433.79836+0.00000j 0.00000+0.00000j
0.32044 113835.86402+0.00000j 0.00000+0.00000j 9446.07925+0.00000j 0.00000+0.00000j 981053.96620+0.00000j 0.00000+0.00000j
0.35186 123665.41866+0.00000j 0.00000+0.00000j 9255.21038+0.00000j 0.00000+0.00000j 958511.65154+0.00000j 0.00000+0.00000j
0.38327 131876.80997+0.00000j 0.00000+0.00000j 8949.79241+0.00000j 0.00000+0.00000j 923628.53928+0.00000j 0.00000+0.00000j
0.41469 139356.15007+0.00000j 0.00000+0.00000j 8505.47309+0.00000j 0.00000+0.00000j 880154.07923+0.00000j 0.00000+0.00000j
0.44611 145480.73042+0.00000j 0.00000+0.00000j 8015.23840+0.00000j 0.00000+0.00000j 832384.68576+0.00000j 0.00000+0.00000j
0.47752 150663.13143+0.00000j 0.00000+0.00000j 7472.37705+0.00000j 0.00000+0.00000j 782845.56662+0.00000j 0.00000+0.00000j
0.50894 155178.02140+0.00000j 0.00000+0.00000j 6874.03307+0.00000j 0.00000+0.00000j 733421.74556+0.00000j 0.00000+0.00000j
0.54035 158710.41726+0.00000j 0.00000+0.00000j 6292.07770+0.00000j 0.00000+0.00000j 685985.08611+0.00000j 0.00000+0.00000j
0.57177 161727.03738+0.00000j 0.00000+0.00000j 5697.31310+0.00000j 0.00000+0.00000j 641180.66320+0.00000j 0.00000+0.00000j
0.60319 164129.26740+0.00000j 0.00000+0.00000j 5128.05861+0.00000j 0.00000+0.00000j 599655.06766+0.00000j 0.00000+0.00000j
0.63460 165869.60927+0.00000j 0.00000+0.00000j 4595.60015+0.00000j 0.00000+0.00000j 561487.56468+0.00000j 0.00000+0.00000j
0.66602 167363.16842+0.00000j 0.00000+0.00000j 4096.65649+0.00000j 0.00000+0.00000j 526438.77446+0.00000j 0.00000+0.00000j
0.69743 168323.25974+0.00000j 0.00000+0.00000j 3646.79342+0.00000j 0.00000+0.00000j 494389.44855+0.00000j 0.00000+0.00000j
0.72885 168938.70289+0.00000j 0.00000+0.00000j 3239.79995+0.00000j 0.00000+0.00000j 465052.88313+0.00000j 0.00000+0.00000j
0.76027 169330.21208+0.00000j 0.00000+0.00000j 2885.31584+0.00000j 0.00000+0.00000j 438195.77857+0.00000j 0.00000+0.00000j
0.79168 169362.41927+0.00000j 0.00000+0.00000j 2573.41799+0.00000j 0.00000+0.00000j 413643.13933+0.00000j 0.00000+0.00000j
0.82310 169247.88145+0.00000j 0.00000+0.00000j 2310.17016+0.00000j 0.00000+0.00000j 391200.73351+0.00000j 0.00000+0.00000j
0.85451 168942.40130+0.00000j 0.00000+0.00000j 2086.54673+0.00000j 0.00000+0.00000j 370637.27827+0.00000j 0.00000+0.00000j
0.88593 168401.89707+0.00000j 0.00000+0.00000j 1893.60009+0.00000j 0.00000+0.00000j 351654.43323+0.00000j 0.00000+0.00000j
0.91735 167882.58117+0.00000j 0.00000+0.00000j 1737.68686+0.00000j 0.00000+0.00000j 333851.77640+0.00000j 0.00000+0.00000j
0.94876 167215.04087+0.00000j 0.00000+0.00000j 1587.97991+0.00000j 0.00000+0.00000j 316624.84101+0.00000j 0.00000+0.00000j
0.98018 166502.94502+0.00000j 0.00000+0.00000j 1445.82653+0.00000j 0.00000+0.00000j 299721.47061+0.00000j 0.00000+0.00000j
1.01159 165845.32938+0.00000j 0.00000+0.00000j 1270.29784+0.00000j 0.00000+0.00000j 282361.45520+0.00000j 0.00000+0.00000j
1.04301 165011.26409+0.00000j 0.00000+0.00000j 1133.45212+0.00000j 0.00000+0.00000j 265927.38958+0.00000j 0.00000+0.00000j
1.07442 163995.91870+0.00000j 0.00000+0.00000j 1021.68754+0.00000j 0.00000+0.00000j 249744.91288+0.00000j 0.00000+0.00000j
1.10584 162845.98177+0.00000j 0.00000+0.00000j 944.07256+0.00000j 0.00000+0.00000j 233607.04076+0.00000j 0.00000+0.00000j
1.13726 161558.72361+0.00000j 0.00000+0.00000j 881.99344+0.00000j 0.00000+0.00000j 217099.44062+0.00000j 0.00000+0.00000j
1.16867 160340.74561+0.00000j 0.00000+0.00000j 846.15196+0.00000j 0.00000+0.00000j 200264.88219+0.00000j 0.00000+0.00000j
1.20009 159061.13349+0.00000j 0.00000+0.00000j 815.56676+0.00000j 0.00000+0.00000j 182719.28526+0.00000j 0.00000+0.00000j
1.23150 157784.08002+0.00000j 0.00000+0.00000j 791.25374+0.00000j 0.00000+0.00000j 164389.34908+0.00000j 0.00000+0.00000j
1.26292 156558.59441+0.00000j 0.00000+0.00000j 772.23803+0.00000j 0.00000+0.00000j 145212.33546+0.00000j 0.00000+0.00000j
1.29434 155314.28092+0.00000j 0.00000+0.00000j 755.76954+0.00000j 0.00000+0.00000j 125273.65248+0.00000j 0.00000+0.00000j
1.32575 154146.55721+0.00000j 0.00000+0.00000j 742.89962+0.00000j 0.00000+0.00000j 105037.97251+0.00000j 0.00000+0.00000j
1.35717 153024.73288+0.00000j 0.00000+0.00000j 732.26626+0.00000j 0.00000+0.00000j 85266.23686+0.00000j 0.00000+0.00000j
1.38858 151922.05948+0.00000j 0.00000+0.00000j 723.19950+0.00000j 0.00000+0.00000j 67393.40559+0.00000j 0.00000+0.00000j
1.42000 150929.20132+0.00000j 0.00000+0.00000j 716.98676+0.00000j 0.00000+0.00000j 53313.00770+0.00000j 0.00000+0.00000j
1.45142 149933.44899+0.00000j 0.00000+0.00000j 711.63233+0.00000j 0.00000+0.00000j 44347.66089+0.00000j 0.00000+0.00000j
1.48283 148954.87188+0.00000j 0.00000+0.00000j 707.33604+0.00000j 0.00000+0.00000j 40190.93803+0.00000j 0.00000+0.00000j
1.51425 148009.00949+0.00000j 0.00000+0.00000j 704.22784+0.00000j 0.00000+0.00000j 38433.62151+0.00000j 0.00000+0.00000j
1.54566 147043.13544+0.00000j 0.00000+0.00000j 701.45341+0.00000j 0.00000+0.00000j 37095.68724+0.00000j 0.00000+0.00000j
1.57708 145978.99642+0.00000j 0.00000+0.00000j 698.88301+0.00000j 0.00000+0.00000j 32474.41433+0.00000j 0.00000+0.00000j
1.60850 6352.70835+0.00000j 0.00000+0.00000j 30.41360+0.00000j 0.00000+0.00000j 1364.31958+0.00000j 0.00000+0.00000j
1.63991 0.91108+0.00000j 0.00000+0.00000j 0.00436+0.00000j 0.00000+0.00000j 0.19531+0.00000j 0.00000+0.00000j
1.67133 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.70274 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.73416 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.76558 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.79699 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.82841 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.85982 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.89124 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.92265 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.95407 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
1.98549 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.01690 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.04832 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.07973 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.11115 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.14257 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.17398 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.20540 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.23681 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.26823 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.29965 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.33106 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.36248 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.39389 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.42531 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.45673 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.48814 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.51956 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.55097 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.58239 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.61381 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.64522 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.67664 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.70805 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
2.73947 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j 0.00000+0.00000j
