0.00628 11196.00896+0.00000j 0.00000+0.00000j 1249.20121+0.00000j 0.00000+0.00000j 20374.68228+0.00000j 0.00000+0.00000j
0.03770 11137.63476+0.00000j 0.00000+0.00000j 1539.57926+0.00000j 0.00000+0.00000j 36148.34371+0.00000j 0.00000+0.00000j
0.06912 11006.05312+0.00000j 0.00000+0.00000j 1525.85220+0.00000j 0.00000+0.00000j 55831.15497+0.00000j 0.00000+0.00000j
0.10053 10789.86849+0.00000j 0.00000+0.00000j 1413.45762+0.00000j 0.00000+0.00000j 77348.67474+0.00000j 0.00000+0.00000j
0.13195 10499.18517+0.00000j 0.00000+0.00000j 1278.46459+0.00000j 0.00000+0.00000j 98672.95930+0.00000j 0.00000+0.00000j
0.16336 10152.67452+0.00000j 0.00000+0.00000j 1131.84413+0.00000j 0.00000+0.00000j 118122.67912+0.00000j 0.00000+0.00000j
0.19478 9769.78953+0.00000j 0.00000+0.00000j 984.20893+0.00000j 0.00000+0.00000j 134746.82608+0.00000j 0.00000+0.00000j
0.22619 9366.95432+0.00000j 0.00000+0.00000j 843.71666+0.00000j 0.00000+0.00000j 148113.36506+0.00000j 0.00000+0.00000j
0.25761 8957.57211+0.00000j 0.00000+0.00000j 715.79787+0.00000j 0.00000+0.00000j 158176.83724+0.00000j 0.00000+0.00000j
0.28903 8552.86714+0.00000j 0.00000+0.00000j 603.07577+0.00000j 0.00000+0.00000j 165153.31069+0.00000j 0.00000+0.00000j
0.32044 8162.65236+0.00000j 0.00000+0.00000j 506.16220+0.00000j 0.00000+0.00000j 169383.40020+0.00000j 0.00000+0.00000j
0.35186 7795.49707+0.00000j 0.00000+0.00000j 424.38801+0.00000j 0.00000+0.00000j 171276.37119+0.00000j 0.00000+0.00000j
0.38327 7459.07082+0.00000j 0.00000+0.00000j 356.17418+0.00000j 0.00000+0.00000j 171246.24624+0.00000j 0.00000+0.00000j
0.41469 7159.65021+0.00000j 0.00000+0.00000j 299.65060+0.00000j 0.00000+0.00000j 169682.50422+0.00000j 0.00000+0.00000j
0.44611 6901.61037+0.00000j 0.00000+0.00000j 253.01443+0.00000j 0.00000+0.00000j 166931.90010+0.00000j 0.00000+0.00000j
0.47752 6687.29570+0.00000j 0.00000+0.00000j 214.47719+0.00000j 0.00000+0.00000j 163287.02397+0.00000j 0.00000+0.00000j
0.50894 6516.35727+0.00000j 0.00000+0.00000j 182.59685+0.00000j 0.00000+0.00000j 158990.34881+0.00000j 0.00000+0.00000j
0.54035 6386.03556+0.00000j 0.00000+0.00000j 156.15070+0.00000j 0.00000+0.00000j 154233.66198+0.00000j 0.00000+0.00000j
0.57177 6291.50774+0.00000j 0.00000+0.00000j 134.14649+0.00000j 0.00000+0.00000j 149165.47098+0.00000j 0.00000+0.00000j
